Wall time,Step,Value
1550508851.0646782,167,0.037698663771152496
1550508864.4523456,229,0.029872894287109375
1550508917.7546234,474,0.07292888313531876
1550508934.868793,536,0.04926300048828125
1550508945.8035696,586,0.03416310250759125
1550508959.1892715,647,0.04105244576931
1550509113.0720434,1333,0.045129694044589996
1550509124.4857738,1385,0.0485713817179203
1550509135.6863093,1436,0.043667834252119064
1550509205.4099877,1737,0.061351776123046875
1550509236.3177733,1877,0.06622745841741562
1550509334.6678257,2307,0.07231073826551437
1550509352.7980857,2389,0.04491889104247093
1550509374.1905966,2486,0.04282644763588905
1550509548.5746565,3246,0.049588412046432495
1550509561.6464345,3305,0.09791731089353561
1550509791.6451962,4317,0.04421433061361313
1550509830.2250602,4492,0.06284133344888687
1550509939.2917213,4971,0.07125174254179001
1550509978.676014,5134,0.09158772975206375
1550510025.3465052,5345,0.0956084206700325
1550510112.3166406,5723,0.05405940115451813
1550510152.9848692,5907,0.07065864652395248
1550510171.3295536,5990,0.08267494291067123
1550510221.126414,6200,0.07662682235240936
1550510334.7102208,6699,0.07790474593639374
1550510337.349026,6711,0.07854726910591125
1550510368.846093,6854,0.09392796456813812
1550510393.5943859,6966,0.05452330410480499
1550510438.427408,7155,0.06923825293779373
1550510506.522852,7463,0.07572738081216812
1550510583.8387365,7798,0.11060300469398499
1550510591.556692,7833,0.057636428624391556
1550510646.1740265,8066,0.07206112891435623
1550510671.2864766,8180,0.06072666496038437
1550510680.3269098,8221,0.06628401577472687
1550510741.5160353,8498,0.07303022593259811
1550510828.8297653,8878,0.06976103037595749
1550510841.3957481,8935,0.06490044295787811
1550510916.5747232,9260,0.07364455610513687
1550510962.5537305,9468,0.08856201171875
1550511175.0171678,10399,0.08280812203884125
1550511192.7263305,10479,0.07492546737194061
1550511290.2314022,10905,0.08483380824327469
1550511303.6994607,10966,0.08728906512260437
1550511319.0318792,11020,0.08297116309404373
1550511435.4804735,11532,0.06770159304141998
1550511442.9901698,11566,0.05789342150092125
1550511532.0747502,11969,0.08386437594890594
1550511739.245041,12877,0.07240445166826248
1550511777.2248492,13034,0.08364436775445938
1550512062.1904135,14294,0.06340739876031876
