Wall time,Step,Value
1551771514.6661212,5,10.416666984558105
1551771567.3991783,234,16.010639190673828
1551771869.7041051,1479,20.65104103088379
1551771911.3389165,1639,20.98214340209961
1551771917.5620298,1665,21.009037017822266
1551771935.045803,1738,20.815898895263672
1551772027.5938618,2110,23.648649215698242
1551772058.2795014,2238,23.117155075073242
1551772064.0507557,2262,22.813688278198242
1551772068.8452284,2282,23.23321533203125
1551772070.2841315,2288,23.140138626098633
1551772114.4587939,2472,23.520084381103516
1551772145.2020118,2587,21.590909957885742
1551772205.2212512,2837,22.96597671508789
1551772289.376281,3174,24.571428298950195
1551772335.9406958,3368,25.2710018157959
1551772343.8534462,3401,25.06218910217285
1551772378.6161418,3532,26.515151977539062
1551772386.2804115,3564,26.346153259277344
1551772570.786516,4319,26.1328125
1551772673.9598475,4735,26.80084800720215
1551772839.3102734,5410,27.706811904907227
1551772903.1026237,5662,28.680980682373047
1551772913.1629562,5704,27.682926177978516
1551772951.1062016,5862,28.891183853149414
1551773030.698078,6180,29.627071380615234
1551773146.9582596,6651,30.016447067260742
1551773157.7825794,6696,29.25126838684082
1551773262.6439614,7119,28.64583396911621
1551773422.2973235,7770,30.44280433654785
1551773682.6775973,8827,32.54573059082031
1551773686.5200336,8843,32.04941940307617
1551773712.0000753,8949,31.30555534362793
1551773715.3609076,8963,31.38469886779785
1551773793.4856386,9275,32.51811599731445
1551774071.5175605,10406,34.4594612121582
1551774112.7772477,10564,36.153846740722656
1551774307.3329802,11360,35.04154968261719
1551774429.4866872,11855,35.744380950927734
1551774451.124345,11945,36.406951904296875
1551774473.4226859,12024,37.5
1551774483.0253053,12064,37.88461685180664
1551774496.472388,12120,37.39669418334961
1551774536.3239768,12286,38.458187103271484
1551774603.708597,12553,38.19444274902344
1551774628.2252674,12655,39.503204345703125
1551774671.715284,12836,38.87240219116211
1551774685.4197235,12893,38.76903533935547
1551774924.15492,13859,39.40972137451172
1551775121.0769942,14652,40.27777862548828
1551775160.2462406,14815,42.44462203979492
1551775185.216796,14919,41.72618865966797
1551775191.9427695,14947,41.96428680419922
1551775194.8432283,14959,42.2282600402832
1551775221.644601,15057,46.120689392089844
1551775354.3392746,15596,44.845359802246094
1551775401.3982763,15792,45.264503479003906
1551775694.710115,16987,47.59221267700195
1551775720.6419106,17081,42.835365295410156
1551775819.3479245,17492,46.32352828979492
1551775828.1394758,17515,52.34375
1551775881.4174962,17737,46.90126037597656
1551775885.2551887,17753,46.80118179321289
1551775957.2292428,18039,41.25
1551775966.6084757,18078,45.09493637084961
1551775991.1168427,18180,47.03038787841797
1551776198.6304443,19017,54.86111068725586
1551776276.4691103,19341,51.13304138183594
1551776288.0023553,19389,50.54487228393555
1551776471.0954247,20123,48.3870964050293
1551776497.5500154,20233,49.67948532104492
1551776734.3280091,21191,51.30208206176758
1551776791.54972,21429,52.58720779418945
1551776961.5432591,22109,52.84090805053711
1551777033.186929,22407,52.60416793823242
1551777042.3341844,22445,52.57847595214844
1551777245.3801723,23263,55.63446807861328
1551777364.160649,23744,56.275508880615234
1551777461.2324212,24135,55.14706039428711
1551777592.4963129,24668,57.84023666381836
1551777777.7111652,25426,57.23067855834961
1551777841.316684,25677,56.882022857666016
1551777857.6564653,25745,56.70731735229492
1551777865.5700138,25778,56.63082504272461
1551778123.6839788,26827,60.25152587890625
1551778147.004932,26924,60.14706039428711
1551778209.5839207,27171,62.42732620239258
1551778327.9160724,27650,57.61589431762695
1551778352.6776042,27753,59.30118179321289
1551778403.5765321,27967,59.107906341552734
1551778501.8614936,28369,61.31756591796875
1551778513.0491514,28416,61.330936431884766
1551778664.7088485,29034,63.57143020629883
1551778720.908852,29274,62.09090805053711
1551778788.3490727,29548,64.28571319580078
1551778800.2688723,29599,61.75
1551778829.9580734,29726,62.22467041015625
1551778951.6160092,30233,62.5
1551779005.0439365,30462,62.85097122192383
1551779007.8407602,30474,62.81578826904297
1551779026.0381453,30538,65.38461303710938
1551779033.9800353,30572,64.21232604980469
1551779041.6854084,30605,62.382076263427734
1551779053.1178904,30654,63.95161437988281
1551779125.704631,30965,63.06330490112305
1551779146.7205303,31041,62.2023811340332
1551779205.110405,31291,63.74143981933594
1551779219.1277997,31351,64.27556610107422
1551779238.0806487,31432,64.4341812133789
1551779431.9591982,32235,63.87711715698242
1551779499.8902404,32512,60.57692337036133
1551779508.448939,32549,64.5
1551779527.1270802,32629,63.46154022216797
1551779590.397092,32900,64.9002456665039
1551779626.0718203,33038,67.62820434570312
1551779720.0312772,33440,65.90135955810547
1551779779.4668741,33681,66.00274658203125
1551779842.8214483,33953,66.65748596191406
1551780006.495939,34626,66.63385772705078
1551780082.6148396,34952,66.5838851928711
1551780120.6610568,35101,67.76960754394531
1551780228.989467,35552,68.86792755126953
1551780276.8532166,35757,68.02325439453125
1551780321.615789,35949,67.91666412353516
1551780324.6263208,35962,68.11554718017578
1551780404.6711183,36291,68.66438293457031
1551780438.0739539,36434,68.50574493408203
1551780507.1843154,36716,70.7373275756836
1551780580.3905032,37016,73.52941131591797
1551780620.0532615,37186,70.38770294189453
1551780827.835969,38049,72.0
1551780904.3781216,38377,69.70899200439453
1551780907.4072208,38390,69.4053726196289
1551780979.860851,38686,69.98663330078125
1551781049.1473262,38983,69.75723266601562
1551781091.4159696,39150,67.63245391845703
1551781335.5119996,40169,71.17646789550781
1551781347.6541824,40221,70.83333587646484
