Wall time,Step,Value
1551771514.6657593,5,4.771562099456787
1551771567.3988187,234,4.601735591888428
1551771869.703613,1479,4.809506893157959
1551771911.3385746,1639,4.485848903656006
1551771917.5617151,1665,4.40131950378418
1551771935.0453188,1738,4.246659278869629
1551772027.5935385,2110,4.352626323699951
1551772058.2790103,2238,4.499241828918457
1551772064.0504048,2262,4.444855213165283
1551772068.844878,2282,4.515773296356201
1551772070.2837534,2288,4.562022686004639
1551772114.4584558,2472,4.319622993469238
1551772145.2016714,2587,4.1467742919921875
1551772205.220899,2837,4.339993953704834
1551772289.3759027,3174,4.301802635192871
1551772335.9403462,3368,4.285254001617432
1551772343.8530958,3401,4.247544765472412
1551772378.615818,3532,4.4157938957214355
1551772386.2801042,3564,4.591777324676514
1551772570.786209,4319,4.239631175994873
1551772673.9595068,4735,4.400702953338623
1551772839.3099494,5410,4.045506000518799
1551772903.1022346,5662,4.3489298820495605
1551772913.1625206,5704,4.136656761169434
1551772951.1058388,5862,4.0254807472229
1551773030.697701,6180,4.101311206817627
1551773146.957804,6651,4.1187615394592285
1551773157.7822433,6696,4.4861674308776855
1551773262.6435776,7119,3.9662671089172363
1551773422.2969704,7770,4.2375969886779785
1551773682.6770499,8827,4.173346042633057
1551773686.519771,8843,4.195312023162842
1551773711.9997346,8949,4.249389171600342
1551773715.3605907,8963,4.308602809906006
1551773793.4850128,9275,3.833827495574951
1551774071.5172117,10406,4.249731540679932
1551774112.7769058,10564,3.882131576538086
1551774307.3326266,11360,3.989946126937866
1551774429.4863725,11855,3.7109594345092773
1551774451.124005,11945,4.630606651306152
1551774473.4223843,12024,3.9861340522766113
1551774483.0249658,12064,3.974916934967041
1551774496.4720347,12120,4.049395561218262
1551774536.3235881,12286,4.098910808563232
1551774603.7082253,12553,3.88625168800354
1551774628.2249262,12655,3.8459770679473877
1551774671.7149532,12836,3.6955113410949707
1551774685.4193587,12893,3.8822410106658936
1551774924.1545954,13859,4.167724609375
1551775121.0764804,14652,3.782754421234131
1551775160.2458737,14815,3.9331395626068115
1551775185.2165484,14919,4.111847877502441
1551775191.94241,14947,4.582953453063965
1551775194.842866,14959,4.152693271636963
1551775221.6442544,15057,3.977747917175293
1551775354.3389096,15596,3.764472246170044
1551775401.3979208,15792,3.8528153896331787
1551775694.709799,16987,3.8428752422332764
1551775720.6414418,17081,3.9077365398406982
1551775819.3475523,17492,3.554964780807495
1551775828.1391528,17515,3.6050736904144287
1551775881.4171329,17737,3.72050142288208
1551775885.2548738,17753,3.69309139251709
1551775957.228896,18039,3.748030662536621
1551775966.6081185,18078,3.8317582607269287
1551775991.116464,18180,3.6216681003570557
1551776198.6301303,19017,3.5122857093811035
1551776276.4686387,19341,3.3540587425231934
1551776288.001972,19389,3.4737987518310547
1551776471.0949209,20123,3.31939435005188
1551776497.549622,20233,3.0231289863586426
1551776734.32763,21191,2.8596293926239014
1551776791.5492399,21429,3.0262064933776855
1551776961.5428956,22109,3.064220428466797
1551777033.1865926,22407,2.953646421432495
1551777042.33384,22445,3.128002166748047
1551777245.3798344,23263,2.862269163131714
1551777364.1602452,23744,2.8839800357818604
1551777461.2320518,24135,2.8718011379241943
1551777592.495951,24668,2.685514450073242
1551777777.7107778,25426,2.819850444793701
1551777841.3163075,25677,2.927438497543335
1551777857.6561482,25745,2.984729290008545
1551777865.5696545,25778,2.838956832885742
1551778123.683448,26827,2.676011323928833
1551778147.0043228,26924,2.475578784942627
1551778209.5835612,27171,2.611494302749634
1551778327.915688,27650,2.471480369567871
1551778352.6772208,27753,2.4819936752319336
1551778403.5762622,27967,2.5313868522644043
1551778501.86121,28369,2.636357069015503
1551778513.0488508,28416,2.322965145111084
1551778664.708557,29034,2.370849609375
1551778720.9085531,29274,2.508152723312378
1551778788.3487837,29548,2.279651641845703
1551778800.2685838,29599,2.289762020111084
1551778829.9577436,29726,2.381014585494995
1551778951.615688,30233,2.4331557750701904
1551779005.0436945,30462,2.1762375831604004
1551779007.840399,30474,2.506793975830078
1551779026.037859,30538,2.2758679389953613
1551779033.9797451,30572,2.186326742172241
1551779041.6851335,30605,2.2949235439300537
1551779053.1175625,30654,2.4505250453948975
1551779125.704354,30965,2.1618359088897705
1551779146.7202342,31041,2.5142998695373535
1551779205.1101294,31291,2.205148696899414
1551779219.1274958,31351,2.3442699909210205
1551779238.080373,31432,2.103454351425171
1551779431.9588885,32235,2.3691890239715576
1551779499.8899856,32512,2.2663331031799316
1551779508.4484506,32549,2.257460832595825
1551779527.1267102,32629,2.464416742324829
1551779590.396816,32900,2.12345814704895
1551779626.0714636,33038,2.285065174102783
1551779720.030895,33440,2.1744062900543213
1551779779.4666393,33681,2.1897177696228027
1551779842.8211598,33953,2.062195062637329
1551780006.495602,34626,1.8489817380905151
1551780082.6144514,34952,2.3488500118255615
1551780120.6607904,35101,1.9941128492355347
1551780228.9891863,35552,1.9221216440200806
1551780276.8529344,35757,1.9725322723388672
1551780321.6155407,35949,1.9797263145446777
1551780324.6260378,35962,2.1186044216156006
1551780404.670779,36291,2.0089986324310303
1551780438.0736713,36434,1.9775582551956177
1551780507.1840441,36716,1.9213753938674927
1551780580.390182,37016,2.110522747039795
1551780620.053027,37186,2.066279172897339
1551780827.8357027,38049,2.0358123779296875
1551780904.377842,38377,2.025867223739624
1551780907.4069018,38390,1.7887285947799683
1551780979.8605564,38686,1.8385961055755615
1551781049.1468613,38983,2.0314183235168457
1551781091.4157302,39150,2.3065202236175537
1551781335.51167,40169,1.7165991067886353
1551781347.6538904,40221,2.088998794555664
1551781500.309901,40861,1.5509401559829712
1551781675.0095046,41582,1.8208178281784058
1551781700.3373904,41691,1.7624225616455078
1551781722.66202,41787,1.7742397785186768
1551781815.714196,42173,2.00467848777771
1551781848.5426476,42314,1.8634475469589233
1551781910.7086227,42567,2.0492403507232666
1551781930.758177,42653,1.717052936553955
1551781937.9879553,42684,2.030292272567749
1551781976.7294748,42850,1.8808356523513794
1551782048.293645,43143,1.774214267730713
1551782056.2160103,43177,1.964465618133545
1551782147.1833894,43553,1.7720152139663696
1551782162.589304,43619,1.9562385082244873
1551782201.6444566,43787,1.7740676403045654
1551782307.5265777,44226,1.9232951402664185
1551782328.3389056,44315,2.091952085494995
1551782333.4856892,44337,1.8313734531402588
1551782538.8137465,45187,1.6551557779312134
1551782693.6096444,45836,1.8295214176177979
1551782752.9030366,46076,1.562697410583496
1551782932.775755,46832,1.6327964067459106
