Wall time,Step,Value
1550508851.0646782,167,4.0514445304870605
1550508864.4523456,229,4.076138496398926
1550508917.7546234,474,4.294241905212402
1550508934.868793,536,4.210242748260498
1550508945.8035696,586,3.961054801940918
1550508959.1892715,647,4.2460455894470215
1550509113.0720434,1333,4.2924604415893555
1550509124.4857738,1385,3.9079551696777344
1550509135.6863093,1436,4.365451335906982
1550509205.4099877,1737,3.7905068397521973
1550509236.3177733,1877,3.7677016258239746
1550509334.6678257,2307,3.5054118633270264
1550509352.7980857,2389,3.888935089111328
1550509374.1905966,2486,3.859701633453369
1550509548.5746565,3246,4.177384376525879
1550509561.6464345,3305,4.8430657386779785
1550509791.6451962,4317,3.2815582752227783
1550509830.2250602,4492,3.100128173828125
1550509939.2917213,4971,3.1609621047973633
1550509978.676014,5134,3.7499308586120605
1550510025.3465052,5345,4.265170097351074
1550510112.3166406,5723,3.525191307067871
1550510152.9848692,5907,4.079583168029785
1550510171.3295536,5990,3.78376841545105
1550510221.126414,6200,3.5049808025360107
1550510334.7102208,6699,3.2519545555114746
1550510337.349026,6711,3.325611114501953
1550510368.846093,6854,3.4395625591278076
1550510393.5943859,6966,2.638169765472412
1550510438.427408,7155,3.624734878540039
1550510506.522852,7463,3.277827739715576
1550510583.8387365,7798,3.5270836353302
1550510591.556692,7833,2.810438632965088
1550510646.1740265,8066,2.9111692905426025
1550510671.2864766,8180,2.434418201446533
1550510680.3269098,8221,3.6000638008117676
1550510741.5160353,8498,2.7294504642486572
1550510828.8297653,8878,3.0949008464813232
1550510841.3957481,8935,2.6773037910461426
1550510916.5747232,9260,2.4817824363708496
1550510962.5537305,9468,3.656423568725586
1550511175.0171678,10399,3.7437069416046143
1550511192.7263305,10479,2.627729654312134
1550511290.2314022,10905,2.966993808746338
1550511303.6994607,10966,2.678436279296875
1550511319.0318792,11020,2.133572816848755
1550511435.4804735,11532,2.23732328414917
1550511442.9901698,11566,3.4757373332977295
1550511532.0747502,11969,2.8988823890686035
1550511739.245041,12877,2.8453969955444336
1550511777.2248492,13034,2.495758533477783
1550512062.1904135,14294,3.9218578338623047
1550512148.2793322,14668,3.4069697856903076
1550512172.7722533,14779,2.6984500885009766
1550512193.5884051,14873,2.4602556228637695
1550512329.4583476,15473,3.255502700805664
1550512477.9392788,16116,3.8562285900115967
1550512644.3107855,16857,2.005551338195801
1550512700.5070488,17097,2.8015236854553223
1550512749.1254575,17317,2.71295166015625
1550512802.4610124,17543,1.6953206062316895
1550513255.0503235,19531,2.674623489379883
1550513279.1330767,19640,2.369417190551758
1550513299.2702312,19731,1.9346632957458496
1550513375.7388356,20062,1.6357624530792236
1550513415.8569407,20244,2.615408420562744
1550513433.2999551,20323,1.8389745950698853
1550513484.4274757,20539,3.263932704925537
1550513493.059365,20578,2.3036270141601562
1550513537.5482204,20779,2.691077947616577
1550513538.2121499,20782,2.772146224975586
1550513554.3545485,20855,2.05525541305542
1550513607.3417645,21080,3.7254743576049805
1550513621.426144,21144,2.212311267852783
1550513660.1040013,21319,2.152928352355957
1550513780.5710876,21848,1.538740634918213
1550513890.2767015,22330,1.2430229187011719
1550513896.4622493,22358,2.314121961593628
1550514108.136726,23286,2.0107922554016113
1550514124.7132618,23361,2.199435234069824
1550514139.3190904,23427,2.4195261001586914
1550514196.5176392,23670,2.4738478660583496
1550514203.3855128,23701,3.038163423538208
1550514304.9132204,24147,2.0163793563842773
1550514334.6829588,24282,2.132774591445923
1550514335.1264281,24284,2.3131704330444336
1550514343.5016656,24322,2.0708906650543213
1550514436.1530497,24727,1.7231066226959229
1550514481.8643477,24934,1.9861255884170532
1550514555.6802168,25253,2.1772847175598145
1550514682.69718,25812,2.7363357543945312
1550514690.4425204,25847,1.8561594486236572
1550514906.817379,26797,1.7574423551559448
1550514907.0444157,26798,2.150827646255493
1550515091.4102454,27603,2.816864252090454
1550515305.4680252,28543,1.8871097564697266
1550515400.0039055,28970,2.1791324615478516
1550515405.734816,28996,2.35249662399292
1550515423.5387726,29062,2.0131163597106934
1550515454.294845,29201,2.129683494567871
1550515467.9813766,29263,1.5381871461868286
1550515596.4290826,29829,2.5885138511657715
1550515638.6721451,30005,1.3057785034179688
1550515644.419048,30031,1.5019932985305786
1550515675.92611,30174,1.575934648513794
1550515741.1925948,30470,0.7038580179214478
1550515775.8934999,30612,1.7544456720352173
1550515796.6566567,30706,2.0583369731903076
1550515799.7488368,30720,2.164656639099121
1550515954.6319935,31406,1.5635125637054443
1550515962.7999918,31443,1.7675964832305908
1550516075.006641,31936,1.9832992553710938
1550516188.725442,32435,1.4889737367630005
1550516241.1208725,32657,1.3998181819915771
1550516293.608726,32894,2.376934766769409
1550516295.367619,32902,1.0883396863937378
1550516327.7632513,33034,1.5509264469146729
1550516360.3066578,33181,1.3019912242889404
1550516403.1643014,33375,2.042153835296631
1550516409.3047142,33403,0.791489839553833
1550516486.1481872,33737,1.0336079597473145
1550516488.7928584,33749,1.533710241317749
1550516496.751563,33785,1.9757328033447266
1550516508.673814,33839,1.6545395851135254
1550516516.828493,33876,1.2305537462234497
1550516524.99998,33913,2.3867061138153076
1550516555.5302417,34036,1.5917925834655762
1550516627.6693838,34362,1.9296319484710693
1550516667.2037191,34525,2.3793160915374756
1550516683.5402405,34599,2.5583691596984863
1550516881.9219155,35483,2.210538864135742
1550516989.2678413,35953,0.8123492002487183
1550517011.11225,36037,0.5718225240707397
1550517145.0714374,36629,1.5125985145568848
1550517151.6836426,36659,1.4783508777618408
1550517193.856407,36850,1.0491777658462524
1550517274.8997946,37202,1.0693378448486328
1550517338.2799094,37489,1.3672161102294922
1550517402.2666588,37764,1.1391092538833618
1550517427.0297782,37876,1.5288748741149902
1550517558.1877546,38455,1.2331945896148682
1550517619.8320053,38720,2.3709113597869873
1550517646.34542,38840,0.5933687090873718
1550517750.4520285,39296,1.7407124042510986
1550517843.4338946,39702,0.7426902055740356
1550517889.1476982,39909,1.6295098066329956
1550517978.0889778,40296,2.7291152477264404
1550518026.562316,40500,1.5518853664398193
1550518075.065982,40720,1.0128029584884644
1550518091.1860232,40793,1.5565935373306274
1550518149.2095442,41040,1.0303380489349365
1550518200.368816,41271,0.6538492441177368
1550518397.9615262,42134,1.4030640125274658
1550518471.6942892,42468,1.3499492406845093
1550518740.0682452,43639,1.1995354890823364
1550518755.966787,43711,0.6944494843482971
1550518776.7315552,43805,0.7620508670806885
1550518818.307954,43993,1.6392221450805664
1550518839.335874,44073,0.8401526212692261
1550518867.450143,44200,1.4494457244873047
1550518878.7269976,44251,1.9590952396392822
1550518890.4410846,44304,1.0492922067642212
1550519007.0657046,44816,1.180061936378479
1550519039.8114743,44964,2.064101457595825
1550519133.1703005,45372,1.2992753982543945
1550519166.3827405,45507,0.8466365337371826
1550519199.6562653,45658,1.0191259384155273
1550519352.2408428,46334,0.7099486589431763
1550519369.7206826,46413,1.824250340461731
1550519572.3178594,47301,2.291224479675293
1550519673.5766547,47744,0.22756564617156982
1550519723.6151488,47970,0.7353091239929199
1550519773.6310396,48181,1.6483581066131592
1550520021.347698,49272,1.3662683963775635
1550520038.8196235,49351,1.4187703132629395
1550520201.3983305,50056,0.6392677426338196
1550520373.4279556,50819,0.41699787974357605
1550520408.7234094,50979,0.6568511128425598
1550520446.146815,51134,0.9287376403808594
1550520466.718439,51227,0.9743819236755371
1550520596.26857,51798,0.7745838165283203
1550520708.8672872,52292,1.6311476230621338
1550520798.638954,52682,1.0394375324249268
1550520848.2329695,52906,1.6234838962554932
1550520855.5343587,52939,0.928269624710083
1550520892.632827,53092,1.4866106510162354
1550520895.9505067,53107,0.773491621017456
1550520975.798073,53468,0.7449216842651367
1550521031.7330258,53706,0.42722558975219727
1550521066.2489204,53862,1.445351004600525
1550521281.919886,54807,0.7805913686752319
1550521394.0822916,55299,1.322486162185669
1550521451.2928088,55543,0.35720932483673096
1550521500.522385,55766,1.2065032720565796
1550521630.338671,56337,1.1910948753356934
1550521674.20457,56521,1.2590306997299194
1550521693.4012432,56608,0.6033723950386047
1550521733.0794177,56787,0.32424861192703247
1550521740.3816562,56820,0.2802419066429138
1550521850.7435937,57305,0.4035927355289459
1550521890.2995703,57484,0.5582058429718018
1550522173.6478043,58719,0.746177077293396
1550522179.6137912,58746,1.6274731159210205
1550522183.3804436,58763,0.9070213437080383
1550522297.2804527,59264,0.6068683862686157
1550522307.6678798,59311,0.6869442462921143
1550522334.3773992,59432,0.4770374596118927
1550522383.6233053,59640,0.8782697319984436
1550522505.958402,60179,1.4397010803222656
1550522507.2872407,60185,0.8930306434631348
1550522532.1443539,60297,1.4930728673934937
1550522571.5171762,60475,0.6533721685409546
1550522739.8239932,61205,0.9092639684677124
1550522755.5258403,61276,0.9539766907691956
1550522952.5142841,62139,0.8921111822128296
1550523046.114559,62547,0.8601728081703186
1550523266.508804,63513,0.7699537873268127
1550523301.3754478,63671,0.38593530654907227
1550523344.2191284,63865,1.3619669675827026
1550523496.1143677,64521,1.0347652435302734
1550523577.5918663,64889,0.2598801255226135
1550523670.256514,65292,1.1069074869155884
1550523741.8160307,65601,0.5664130449295044
1550523751.096526,65643,1.2839665412902832
1550524010.5141358,66787,0.5324355959892273
1550524052.366881,66976,0.7823532819747925
1550524065.6908116,67021,0.6669713854789734
1550524158.372438,67440,0.9852571487426758
1550524351.3280933,68281,0.5477738380432129
1550524372.8026817,68378,0.8017710447311401
1550524423.1009696,68590,0.7781500816345215
1550524554.8239553,69171,0.5639212131500244
1550524557.914544,69185,0.7804871797561646
1550524617.7100804,69455,0.9447401762008667
1550524679.3611786,69719,0.6458972096443176
1550524722.7042742,69915,0.24803748726844788
1550524847.2573953,70462,0.853666365146637
1550524876.7652178,70580,0.40259549021720886
1550524893.6253204,70656,0.9147980809211731
1550524968.8654082,70996,0.9775842428207397
1550525067.8234127,71428,0.9981703758239746
1550525176.6543646,71906,1.1507704257965088
1550525187.9492812,71957,0.23371917009353638
1550525192.7891612,71979,2.189971923828125
1550525203.5267358,72012,2.725400447845459
1550525209.0415256,72037,0.8454708456993103
1550525266.5745375,72297,1.1295627355575562
1550525289.5659366,72401,0.7744352221488953
1550525290.2260854,72404,0.5427197217941284
1550525364.1806457,72723,0.48853808641433716
1550525430.6949131,73009,1.4018757343292236
1550525468.0451746,73179,0.5466312170028687
1550525636.0705714,73924,0.18896150588989258
1550525697.686993,74187,0.5358920693397522
1550525991.8844993,75487,0.3712478280067444
1550526160.401705,76218,1.123258113861084
1550526218.7671037,76482,0.559614360332489
1550526253.952759,76626,0.47407156229019165
1550526264.3543944,76673,0.39650797843933105
1550526290.1603026,76790,0.7509807348251343
1550526315.7599504,76906,0.9349840879440308
1550526317.3031268,76913,0.5097496509552002
1550526383.5313268,77198,0.7507311105728149
1550526542.4046,77901,0.6992952823638916
1550526613.5410552,78208,1.7718555927276611
1550526742.3192422,78775,0.8528951406478882
1550526757.3283412,78843,0.5704665780067444
1550526774.3111835,78920,1.0855755805969238
1550526777.4033117,78934,0.47300392389297485
1550526786.0117657,78973,0.2914218306541443
1550526796.5289147,79005,0.8768369555473328
1550526930.5625136,79597,0.2022228240966797
1550527029.8068614,80031,0.9208789467811584
1550527045.0558853,80100,0.3023372292518616
1550527059.4443965,80165,0.8482485413551331
1550527109.205662,80390,0.742823600769043
1550527112.7424738,80406,1.2016782760620117
1550527147.8395245,80550,0.7844114899635315
1550527153.5967524,80576,0.4040265679359436
1550527161.7611237,80613,0.3756767213344574
1550527246.4031217,80996,0.46915632486343384
1550527253.9824834,81015,0.3084132671356201
1550527359.9621649,81494,0.5128817558288574
1550527644.3097026,82736,0.47047653794288635
1550527651.8716908,82770,0.5810211896896362
1550527669.3337028,82849,0.49156928062438965
1550527765.0341055,83267,0.8249322175979614
1550528024.0637486,84409,1.040590524673462
1550528069.927353,84601,0.3071695566177368
1550528181.3776822,85089,1.0611023902893066
1550528277.1603777,85508,0.3152410387992859
1550528284.02495,85539,0.2585311233997345
1550528316.5012887,85686,0.9625992774963379
1550528392.2236092,86014,1.1864840984344482
1550528564.5485456,86780,0.2102334201335907
1550528583.3062427,86865,0.17060208320617676
1550528618.2701473,87008,0.3522331118583679
1550528703.308811,87393,0.4625247120857239
1550528766.9154809,87666,0.3700003921985626
1550528874.2534308,88137,0.3219538927078247
1550528996.303969,88674,0.1590932011604309
1550529027.3820918,88815,1.178389549255371
1550529148.2039077,89347,0.7639866471290588
1550529151.7568564,89363,0.9286830425262451
1550529290.1277106,89973,0.7906394600868225
1550529307.0269344,90035,0.7928341627120972
1550529351.7968867,90237,0.6292005777359009
1550529593.3029988,91300,0.6251024007797241
1550529668.1911955,91624,0.20950573682785034
1550529673.2582207,91647,0.6878899335861206
1550529780.844682,92120,0.5196372270584106
1550529918.9147344,92729,0.14908435940742493
1550529931.9766157,92788,1.0182963609695435
1550530010.1407793,93126,0.4663829505443573
1550530031.6089346,93223,0.991118848323822
1550530086.4500186,93471,1.0578668117523193
1550530184.882341,93901,0.5692644119262695
1550530331.7910123,94536,0.3498210310935974
1550530386.59905,94784,1.0582644939422607
1550530450.4774451,95057,1.1340434551239014
